State,County,Total_Enrolled,UHC_Enrolled,UHC_Share,Comp1_Name,Comp1_Enrolled,Comp1_Share,Comp2_Name,Comp2_Enrolled,Comp2_Share,Comp3_Name,Comp3_Enrolled,Comp3_Share,Comp4_Name,Comp4_Enrolled,Comp4_Share
SD,Dewey,117,42,35.9,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,51,43.59,MEDICA INSURANCE COMPANY,24,20.51,ALIGNMENT HEALTH PLAN,0.0,0.0,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,0.0,0.0
SD,Douglas,207,36,17.39,MEDICA INSURANCE COMPANY,89,43.0,"WELLMARK ADVANTAGE HEALTH PLAN, INC.",69,33.33,CVS Health (Aetna),13.0,6.28,ALIGNMENT HEALTH PLAN,0.0,0.0
SD,Edmunds,240,0,0.0,MEDICA INSURANCE COMPANY,166,69.17,"WELLMARK ADVANTAGE HEALTH PLAN, INC.",74,30.83,ALIGNMENT HEALTH PLAN,0.0,0.0,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,0.0,0.0
SD,Fall River,845,102,12.07,MEDICA INSURANCE COMPANY,259,30.65,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,185,21.89,"WELLMARK ADVANTAGE HEALTH PLAN, INC.",142.0,16.8,Humana,128.0,15.15
SD,Faulk,135,0,0.0,MEDICA INSURANCE COMPANY,135,100.0,ALIGNMENT HEALTH PLAN,0,0.0,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,0.0,0.0,AULTCARE HEALTH INSURING CORPORATION,0.0,0.0
SD,Grant,1081,20,1.85,MEDICA INSURANCE COMPANY,1011,93.52,"HEALTHPARTNERS, INC.",19,1.76,Humana,19.0,1.76,MEDICA HEALTH PLANS,12.0,1.11
SD,Gregory,245,0,0.0,MEDICA INSURANCE COMPANY,187,76.33,CVS Health (Aetna),58,23.67,ALIGNMENT HEALTH PLAN,0.0,0.0,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,0.0,0.0
SD,Haakon,79,0,0.0,MEDICA INSURANCE COMPANY,36,45.57,"WELLMARK ADVANTAGE HEALTH PLAN, INC.",31,39.24,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,12.0,15.19,ALIGNMENT HEALTH PLAN,0.0,0.0
SD,Hamlin,600,25,4.17,MEDICA HEALTH PLANS,491,81.83,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,53,8.83,CVS Health (Aetna),18.0,3.0,Humana,13.0,2.17
SD,Hand,133,0,0.0,MEDICA INSURANCE COMPANY,108,81.2,SANFORD HEALTH PLAN,14,10.53,Humana,11.0,8.27,ALIGNMENT HEALTH PLAN,0.0,0.0
SD,Hanson,318,74,23.27,"WELLMARK ADVANTAGE HEALTH PLAN, INC.",111,34.91,MEDICA INSURANCE COMPANY,73,22.96,CVS Health (Aetna),40.0,12.58,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,20.0,6.29
SD,Harding,49,0,0.0,MEDICA INSURANCE COMPANY,30,61.22,"WELLMARK ADVANTAGE HEALTH PLAN, INC.",19,38.78,ALIGNMENT HEALTH PLAN,0.0,0.0,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,0.0,0.0
SD,Hughes,728,51,7.01,MEDICA INSURANCE COMPANY,645,88.6,"HEALTHPARTNERS, INC.",32,4.4,ALIGNMENT HEALTH PLAN,0.0,0.0,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,0.0,0.0
SD,Hutchinson,740,50,6.76,MEDICA INSURANCE COMPANY,407,55.0,"WELLMARK ADVANTAGE HEALTH PLAN, INC.",139,18.78,CVS Health (Aetna),70.0,9.46,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,59.0,7.97
SD,Hyde,99,0,0.0,MEDICA INSURANCE COMPANY,99,100.0,ALIGNMENT HEALTH PLAN,0,0.0,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,0.0,0.0,AULTCARE HEALTH INSURING CORPORATION,0.0,0.0
SD,Jackson,118,25,21.19,MEDICA INSURANCE COMPANY,49,41.53,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,24,20.34,"WELLMARK ADVANTAGE HEALTH PLAN, INC.",20.0,16.95,ALIGNMENT HEALTH PLAN,0.0,0.0
SD,Jerauld,152,0,0.0,MEDICA INSURANCE COMPANY,95,62.5,CVS Health (Aetna),35,23.03,"WELLMARK ADVANTAGE HEALTH PLAN, INC.",22.0,14.47,ALIGNMENT HEALTH PLAN,0.0,0.0
SD,Jones,37,0,0.0,MEDICA INSURANCE COMPANY,37,100.0,ALIGNMENT HEALTH PLAN,0,0.0,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,0.0,0.0,AULTCARE HEALTH INSURING CORPORATION,0.0,0.0
SD,Kingsbury,500,39,7.8,MEDICA HEALTH PLANS,173,34.6,"WELLMARK ADVANTAGE HEALTH PLAN, INC.",159,31.8,CVS Health (Aetna),60.0,12.0,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,28.0,5.6
SD,Lake,970,69,7.11,MEDICA INSURANCE COMPANY,415,42.78,"WELLMARK ADVANTAGE HEALTH PLAN, INC.",224,23.09,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,88.0,9.07,CVS Health (Aetna),85.0,8.76
SD,Lawrence,3249,291,8.96,MEDICA INSURANCE COMPANY,1264,38.9,"WELLMARK ADVANTAGE HEALTH PLAN, INC.",949,29.21,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,336.0,10.34,Humana,321.0,9.88
SD,Lincoln,5461,193,3.53,MEDICA INSURANCE COMPANY,1651,30.23,"WELLMARK ADVANTAGE HEALTH PLAN, INC.",1205,22.07,CVS Health (Aetna),920.0,16.85,SANFORD HEALTH PLAN,699.0,12.8
SD,Lyman,134,0,0.0,MEDICA INSURANCE COMPANY,134,100.0,ALIGNMENT HEALTH PLAN,0,0.0,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,0.0,0.0,AULTCARE HEALTH INSURING CORPORATION,0.0,0.0
SD,Marshall,393,51,12.98,MEDICA HEALTH PLANS,251,63.87,CVS Health (Aetna),30,7.63,"WELLMARK ADVANTAGE HEALTH PLAN, INC.",24.0,6.11,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,19.0,4.83
SD,McCook,596,49,8.22,MEDICA INSURANCE COMPANY,244,40.94,"WELLMARK ADVANTAGE HEALTH PLAN, INC.",115,19.3,CVS Health (Aetna),83.0,13.93,SANFORD HEALTH PLAN,79.0,13.26
SD,McPherson,194,0,0.0,MEDICA INSURANCE COMPANY,140,72.16,"WELLMARK ADVANTAGE HEALTH PLAN, INC.",54,27.84,ALIGNMENT HEALTH PLAN,0.0,0.0,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,0.0,0.0
SD,Meade,2375,192,8.08,MEDICA INSURANCE COMPANY,963,40.55,"WELLMARK ADVANTAGE HEALTH PLAN, INC.",582,24.51,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,299.0,12.59,Humana,278.0,11.71
SD,Mellette,55,0,0.0,MEDICA INSURANCE COMPANY,55,100.0,ALIGNMENT HEALTH PLAN,0,0.0,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,0.0,0.0,AULTCARE HEALTH INSURING CORPORATION,0.0,0.0
SD,Miner,197,14,7.11,MEDICA INSURANCE COMPANY,64,32.49,"WELLMARK ADVANTAGE HEALTH PLAN, INC.",60,30.46,CVS Health (Aetna),33.0,16.75,SANFORD HEALTH PLAN,14.0,7.11
SD,Minnehaha,17846,1224,6.86,MEDICA INSURANCE COMPANY,4133,23.16,CVS Health (Aetna),3778,21.17,"WELLMARK ADVANTAGE HEALTH PLAN, INC.",3361.0,18.83,SANFORD HEALTH PLAN,2483.0,13.91
SD,Moody,493,22,4.46,MEDICA INSURANCE COMPANY,162,32.86,"WELLMARK ADVANTAGE HEALTH PLAN, INC.",136,27.59,CVS Health (Aetna),72.0,14.6,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,55.0,11.16
SD,Oglala Lakota,50,0,0.0,MEDICA INSURANCE COMPANY,50,100.0,ALIGNMENT HEALTH PLAN,0,0.0,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,0.0,0.0,AULTCARE HEALTH INSURING CORPORATION,0.0,0.0
SD,Pennington,10545,1129,10.71,MEDICA INSURANCE COMPANY,3825,36.27,"WELLMARK ADVANTAGE HEALTH PLAN, INC.",2195,20.82,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,1533.0,14.54,Humana,1301.0,12.34
SD,Perkins,199,14,7.04,MEDICA INSURANCE COMPANY,151,75.88,"WELLMARK ADVANTAGE HEALTH PLAN, INC.",18,9.05,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,16.0,8.04,ALIGNMENT HEALTH PLAN,0.0,0.0
SD,Potter,97,0,0.0,MEDICA INSURANCE COMPANY,97,100.0,ALIGNMENT HEALTH PLAN,0,0.0,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,0.0,0.0,AULTCARE HEALTH INSURING CORPORATION,0.0,0.0
SD,Roberts,814,53,6.51,MEDICA HEALTH PLANS,412,50.61,"WELLMARK ADVANTAGE HEALTH PLAN, INC.",143,17.57,SANFORD HEALTH PLAN,114.0,14.0,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,56.0,6.88
SD,Sanborn,197,12,6.09,"WELLMARK ADVANTAGE HEALTH PLAN, INC.",112,56.85,CVS Health (Aetna),34,17.26,MEDICA HEALTH PLANS,27.0,13.71,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,12.0,6.09
SD,Spink,458,51,11.14,MEDICA HEALTH PLANS,304,66.38,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,62,13.54,CVS Health (Aetna),41.0,8.95,ALIGNMENT HEALTH PLAN,0.0,0.0
SD,Stanley,142,0,0.0,MEDICA INSURANCE COMPANY,142,100.0,ALIGNMENT HEALTH PLAN,0,0.0,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,0.0,0.0,AULTCARE HEALTH INSURING CORPORATION,0.0,0.0
SD,Sully,54,0,0.0,MEDICA INSURANCE COMPANY,54,100.0,ALIGNMENT HEALTH PLAN,0,0.0,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,0.0,0.0,AULTCARE HEALTH INSURING CORPORATION,0.0,0.0
SD,Todd,57,0,0.0,MEDICA INSURANCE COMPANY,57,100.0,ALIGNMENT HEALTH PLAN,0,0.0,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,0.0,0.0,AULTCARE HEALTH INSURING CORPORATION,0.0,0.0
SD,Tripp,216,0,0.0,MEDICA INSURANCE COMPANY,216,100.0,ALIGNMENT HEALTH PLAN,0,0.0,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,0.0,0.0,AULTCARE HEALTH INSURING CORPORATION,0.0,0.0
SD,Turner,1031,42,4.07,MEDICA INSURANCE COMPANY,473,45.88,"WELLMARK ADVANTAGE HEALTH PLAN, INC.",215,20.85,CVS Health (Aetna),120.0,11.64,SANFORD HEALTH PLAN,75.0,7.27
SD,Union,1321,49,3.71,CVS Health (Aetna),560,42.39,MEDICA INSURANCE COMPANY,298,22.56,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,189.0,14.31,"WELLMARK ADVANTAGE HEALTH PLAN, INC.",163.0,12.34
SD,Walworth,337,33,9.79,MEDICA INSURANCE COMPANY,146,43.32,"WELLMARK ADVANTAGE HEALTH PLAN, INC.",67,19.88,CVS Health (Aetna),47.0,13.95,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,44.0,13.06
SD,Yankton,2128,145,6.81,MEDICA INSURANCE COMPANY,980,46.05,CVS Health (Aetna),414,19.45,"WELLMARK ADVANTAGE HEALTH PLAN, INC.",342.0,16.07,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,186.0,8.74
SD,Ziebach,30,13,43.33,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,17,56.67,ALIGNMENT HEALTH PLAN,0,0.0,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,0.0,0.0,AULTCARE HEALTH INSURING CORPORATION,0.0,0.0
TN,Anderson,10572,3111,29.43,CARITEN HEALTH PLAN INC.,4861,45.98,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",1128,10.67,VOLUNTEER STATE HEALTH PLAN,375.0,3.55,Humana,359.0,3.4
TN,Bedford,5328,2042,38.33,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",1041,19.54,Cigna,865,16.23,CVS Health (Aetna),493.0,9.25,Elevance Health (Anthem),399.0,7.49
TN,Benton,2336,622,26.63,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",690,29.54,CARITEN HEALTH PLAN INC.,325,13.91,Elevance Health (Anthem),157.0,6.72,Cigna,147.0,6.29
TN,Bledsoe,2050,692,33.76,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",882,43.02,VOLUNTEER STATE HEALTH PLAN,136,6.63,Cigna,106.0,5.17,Elevance Health (Anthem),78.0,3.8
TN,Blount,19707,5820,29.53,CARITEN HEALTH PLAN INC.,7795,39.55,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",2490,12.64,Humana,1881.0,9.54,Elevance Health (Anthem),425.0,2.16
TN,Bradley,14737,3948,26.79,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",4942,33.53,CARITEN HEALTH PLAN INC.,3232,21.93,Cigna,850.0,5.77,VOLUNTEER STATE HEALTH PLAN,539.0,3.66
TN,Campbell,7019,2483,35.38,CARITEN HEALTH PLAN INC.,2753,39.22,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",779,11.1,VOLUNTEER STATE HEALTH PLAN,320.0,4.56,Humana,204.0,2.91
TN,Cannon,1815,523,28.82,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",510,28.1,Cigna,257,14.16,CARITEN HEALTH PLAN INC.,138.0,7.6,Elevance Health (Anthem),115.0,6.34
TN,Carroll,3280,1161,35.4,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",1035,31.55,Elevance Health (Anthem),261,7.96,Cigna,252.0,7.68,VOLUNTEER STATE HEALTH PLAN,245.0,7.47
TN,Carter,10347,6997,67.62,CARITEN HEALTH PLAN INC.,1405,13.58,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",1155,11.16,VOLUNTEER STATE HEALTH PLAN,268.0,2.59,Elevance Health (Anthem),182.0,1.76
TN,Cheatham,5262,1016,19.31,Cigna,1539,29.25,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",1452,27.59,Humana,344.0,6.54,CARITEN HEALTH PLAN INC.,283.0,5.38
TN,Chester,1809,537,29.68,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",549,30.35,CARITEN HEALTH PLAN INC.,194,10.72,Cigna,183.0,10.12,VOLUNTEER STATE HEALTH PLAN,148.0,8.18
TN,Claiborne,6081,2771,45.57,CARITEN HEALTH PLAN INC.,2005,32.97,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",423,6.96,Humana,215.0,3.54,VOLUNTEER STATE HEALTH PLAN,185.0,3.04
TN,Clay,991,374,37.74,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",250,25.23,Elevance Health (Anthem),84,8.48,CARITEN HEALTH PLAN INC.,82.0,8.27,VOLUNTEER STATE HEALTH PLAN,47.0,4.74
TN,Cocke,7264,3566,49.09,CARITEN HEALTH PLAN INC.,1903,26.2,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",745,10.26,VOLUNTEER STATE HEALTH PLAN,277.0,3.81,Elevance Health (Anthem),211.0,2.9
TN,Coffee,6897,2373,34.41,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",1706,24.74,Cigna,845,12.25,CARITEN HEALTH PLAN INC.,459.0,6.66,Elevance Health (Anthem),416.0,6.03
TN,Crockett,1399,499,35.67,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",327,23.37,CARITEN HEALTH PLAN INC.,165,11.79,Cigna,121.0,8.65,Elevance Health (Anthem),102.0,7.29
TN,Cumberland,13024,4171,32.03,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",5184,39.8,CARITEN HEALTH PLAN INC.,1287,9.88,CVS Health (Aetna),663.0,5.09,BCBS OF MICHIGAN MUTUAL INSURANCE COMPANY,402.0,3.09
TN,Davidson,58328,15036,25.78,Cigna,17880,30.65,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",8796,15.08,Humana,5569.0,9.55,CARITEN HEALTH PLAN INC.,3306.0,5.67
TN,DeKalb,3048,806,26.44,Cigna,1101,36.12,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",497,16.31,CARITEN HEALTH PLAN INC.,174.0,5.71,Elevance Health (Anthem),132.0,4.33
TN,Decatur,1672,468,27.99,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",589,35.23,CARITEN HEALTH PLAN INC.,158,9.45,VOLUNTEER STATE HEALTH PLAN,119.0,7.12,Cigna,112.0,6.7
TN,Dickson,6779,1688,24.9,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",2065,30.46,Cigna,1003,14.8,CARITEN HEALTH PLAN INC.,671.0,9.9,Humana,345.0,5.09
TN,Dyer,3935,1204,30.6,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",1310,33.29,CARITEN HEALTH PLAN INC.,492,12.5,Elevance Health (Anthem),338.0,8.59,VOLUNTEER STATE HEALTH PLAN,309.0,7.85
TN,Fayette,4475,1098,24.54,CARITEN HEALTH PLAN INC.,969,21.65,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",907,20.27,Cigna,514.0,11.49,Humana,247.0,5.52
TN,Fentress,2897,1036,35.76,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",822,28.37,CARITEN HEALTH PLAN INC.,294,10.15,Elevance Health (Anthem),234.0,8.08,VOLUNTEER STATE HEALTH PLAN,118.0,4.07
TN,Franklin,5396,1901,35.23,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",1773,32.86,CARITEN HEALTH PLAN INC.,575,10.66,CVS Health (Aetna),292.0,5.41,Elevance Health (Anthem),236.0,4.37
TN,Gibson,5425,1817,33.49,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",1274,23.48,CARITEN HEALTH PLAN INC.,592,10.91,Cigna,541.0,9.97,Elevance Health (Anthem),381.0,7.02
TN,Giles,3466,1140,32.89,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",898,25.91,Elevance Health (Anthem),269,7.76,CARITEN HEALTH PLAN INC.,228.0,6.58,CVS Health (Aetna),198.0,5.71
TN,Grainger,4566,1560,34.17,CARITEN HEALTH PLAN INC.,1846,40.43,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",556,12.18,Humana,151.0,3.31,VOLUNTEER STATE HEALTH PLAN,129.0,2.83
TN,Greene,12681,4699,37.06,CARITEN HEALTH PLAN INC.,4668,36.81,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",2021,15.94,VOLUNTEER STATE HEALTH PLAN,439.0,3.46,Humana,328.0,2.59
TN,Grundy,2469,535,21.67,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",855,34.63,CARITEN HEALTH PLAN INC.,379,15.35,VOLUNTEER STATE HEALTH PLAN,186.0,7.53,Cigna,172.0,6.97
TN,Hamblen,9423,3601,38.22,CARITEN HEALTH PLAN INC.,3040,32.26,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",1630,17.3,VOLUNTEER STATE HEALTH PLAN,281.0,2.98,Humana,239.0,2.54
TN,Hamilton,45418,9668,21.29,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",20008,44.05,CARITEN HEALTH PLAN INC.,6494,14.3,Cigna,3333.0,7.34,VOLUNTEER STATE HEALTH PLAN,1948.0,4.29
TN,Hancock,1199,580,48.37,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",231,19.27,CARITEN HEALTH PLAN INC.,220,18.35,VOLUNTEER STATE HEALTH PLAN,72.0,6.01,Elevance Health (Anthem),36.0,3.0
TN,Hardeman,3314,1054,31.8,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",696,21.0,CARITEN HEALTH PLAN INC.,615,18.56,VOLUNTEER STATE HEALTH PLAN,276.0,8.33,Cigna,273.0,8.24
TN,Hardin,3139,1040,33.13,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",779,24.82,CARITEN HEALTH PLAN INC.,392,12.49,VOLUNTEER STATE HEALTH PLAN,231.0,7.36,Elevance Health (Anthem),170.0,5.42
TN,Hawkins,12322,3401,27.6,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",5410,43.91,CARITEN HEALTH PLAN INC.,2251,18.27,VOLUNTEER STATE HEALTH PLAN,447.0,3.63,Humana,218.0,1.77
TN,Haywood,2363,922,39.02,CARITEN HEALTH PLAN INC.,343,14.52,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",324,13.71,Cigna,296.0,12.53,Elevance Health (Anthem),171.0,7.24
TN,Henderson,3794,981,25.86,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",1773,46.73,CARITEN HEALTH PLAN INC.,279,7.35,VOLUNTEER STATE HEALTH PLAN,266.0,7.01,Cigna,182.0,4.8
TN,Henry,4225,1249,29.56,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",1445,34.2,CARITEN HEALTH PLAN INC.,373,8.83,Humana,297.0,7.03,Elevance Health (Anthem),258.0,6.11
TN,Hickman,3243,1028,31.7,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",851,26.24,Cigna,449,13.85,CARITEN HEALTH PLAN INC.,202.0,6.23,Elevance Health (Anthem),185.0,5.7
TN,Houston,1015,336,33.1,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",171,16.85,CARITEN HEALTH PLAN INC.,144,14.19,Cigna,115.0,11.33,Elevance Health (Anthem),103.0,10.15
TN,Humphreys,2115,672,31.77,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",537,25.39,Humana,248,11.73,Cigna,224.0,10.59,Elevance Health (Anthem),160.0,7.57
TN,Jackson,1590,523,32.89,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",479,30.13,CARITEN HEALTH PLAN INC.,151,9.5,Elevance Health (Anthem),117.0,7.36,Cigna,105.0,6.6
TN,Jefferson,9092,2990,32.89,CARITEN HEALTH PLAN INC.,3755,41.3,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",1029,11.32,Humana,292.0,3.21,VOLUNTEER STATE HEALTH PLAN,244.0,2.68
TN,Johnson,3516,2376,67.58,CARITEN HEALTH PLAN INC.,361,10.27,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",325,9.24,Humana,147.0,4.18,VOLUNTEER STATE HEALTH PLAN,107.0,3.04
TN,Knox,52542,13082,24.9,CARITEN HEALTH PLAN INC.,26363,50.18,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",6139,11.68,Humana,1856.0,3.53,VOLUNTEER STATE HEALTH PLAN,1460.0,2.78
TN,Lake,644,246,38.2,CARITEN HEALTH PLAN INC.,119,18.48,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",108,16.77,VOLUNTEER STATE HEALTH PLAN,65.0,10.09,Elevance Health (Anthem),52.0,8.07
TN,Lauderdale,2917,979,33.56,CARITEN HEALTH PLAN INC.,567,19.44,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",469,16.08,Cigna,271.0,9.29,Elevance Health (Anthem),209.0,7.16
TN,Lawrence,4688,1657,35.35,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",1249,26.64,Elevance Health (Anthem),416,8.87,CARITEN HEALTH PLAN INC.,324.0,6.91,Humana,234.0,4.99
TN,Lewis,1644,594,36.13,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",375,22.81,Cigna,183,11.13,Elevance Health (Anthem),110.0,6.69,CARITEN HEALTH PLAN INC.,96.0,5.84
TN,Lincoln,4895,1318,26.93,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",2430,49.64,Elevance Health (Anthem),256,5.23,Cigna,253.0,5.17,VOLUNTEER STATE HEALTH PLAN,183.0,3.74
TN,Loudon,10343,2744,26.53,CARITEN HEALTH PLAN INC.,4469,43.21,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",1387,13.41,Humana,517.0,5.0,CVS Health (Aetna),376.0,3.64
TN,Macon,2736,802,29.31,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",739,27.01,Cigna,490,17.91,Elevance Health (Anthem),198.0,7.24,CARITEN HEALTH PLAN INC.,154.0,5.63
TN,Madison,10388,3336,32.11,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",2485,23.92,CARITEN HEALTH PLAN INC.,1509,14.53,Cigna,1217.0,11.72,VOLUNTEER STATE HEALTH PLAN,674.0,6.49
TN,Marion,4408,953,21.62,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",1787,40.54,CARITEN HEALTH PLAN INC.,649,14.72,Cigna,405.0,9.19,VOLUNTEER STATE HEALTH PLAN,223.0,5.06
TN,Marshall,4107,1247,30.36,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",862,20.99,Cigna,621,15.12,CVS Health (Aetna),308.0,7.5,Elevance Health (Anthem),290.0,7.06
TN,Maury,11755,4319,36.74,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",1961,16.68,Cigna,1812,15.41,CVS Health (Aetna),846.0,7.2,Elevance Health (Anthem),661.0,5.62
TN,McMinn,7925,2917,36.81,CARITEN HEALTH PLAN INC.,1999,25.22,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",1964,24.78,VOLUNTEER STATE HEALTH PLAN,356.0,4.49,Elevance Health (Anthem),248.0,3.13
TN,McNairy,3042,959,31.53,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",845,27.78,CARITEN HEALTH PLAN INC.,421,13.84,VOLUNTEER STATE HEALTH PLAN,236.0,7.76,Cigna,195.0,6.41
TN,Meigs,2266,883,38.97,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",556,24.54,CARITEN HEALTH PLAN INC.,484,21.36,VOLUNTEER STATE HEALTH PLAN,108.0,4.77,Humana,82.0,3.62
TN,Monroe,8255,3449,41.78,CARITEN HEALTH PLAN INC.,2570,31.13,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",982,11.9,Humana,353.0,4.28,VOLUNTEER STATE HEALTH PLAN,268.0,3.25
TN,Montgomery,14132,4327,30.62,Cigna,2747,19.44,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",1968,13.93,CARITEN HEALTH PLAN INC.,1653.0,11.7,Humana,1022.0,7.23
TN,Moore,596,223,37.42,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",195,32.72,CARITEN HEALTH PLAN INC.,41,6.88,Elevance Health (Anthem),39.0,6.54,Cigna,36.0,6.04
TN,Morgan,3180,1107,34.81,CARITEN HEALTH PLAN INC.,1372,43.14,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",281,8.84,VOLUNTEER STATE HEALTH PLAN,109.0,3.43,Humana,91.0,2.86
TN,Obion,3772,730,19.35,HIGHMARK SENIOR HEALTH COMPANY,1073,28.45,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",674,17.87,CARITEN HEALTH PLAN INC.,463.0,12.27,VOLUNTEER STATE HEALTH PLAN,246.0,6.52
